,room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude
508,14179325,1428,32097881,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),7,5.0,6,2.0,,400.0,,2017-07-10 12:52:49.321325,43.645134000000006,-79.40206500000001
509,6064195,1428,9700971,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),17,4.5,12,3.0,,500.0,,2017-07-10 12:52:49.319022,43.639355,-79.39494599999999
510,18586623,1428,22267201,Entire home/apt,,Toronto,,Niagara (82),0,0.0,2,1.0,,310.0,,2017-07-10 12:52:49.316702,43.636347,-79.40544799999999
511,5295802,1428,8739610,Entire home/apt,,Toronto,,Trinity-Bellwoods (81),1,0.0,9,4.0,,359.0,,2017-07-10 12:52:49.313895,43.65333,-79.408693
512,17406201,1428,67761811,Entire home/apt,,Toronto,,Birchcliffe-Cliffside (122),0,0.0,8,4.0,,440.0,,2017-07-10 12:52:47.256669,43.688763,-79.27486400000001
513,6089603,1428,31596252,Entire home/apt,,Toronto,,Cliffcrest (123),1,0.0,5,2.0,,440.0,,2017-07-10 12:52:47.252656,43.705729,-79.231897
514,2958238,1428,9700971,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),17,4.5,6,3.0,,401.0,,2017-07-10 12:52:47.250132,43.639528000000006,-79.39255
515,14028269,1428,24679122,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),8,4.5,6,3.0,,400.0,,2017-07-10 12:52:47.244765,43.640982,-79.381468
516,17012915,1428,8702985,Entire home/apt,,Toronto,,Niagara (82),2,0.0,6,3.0,,318.0,,2017-07-10 12:52:47.241889,43.642829,-79.413949
517,8831473,1428,46256210,Entire home/apt,,Toronto,,Mount Pleasant East (99),2,0.0,6,3.0,,374.0,,2017-07-10 12:52:47.233369,43.711224,-79.389992
518,9364737,1428,27645090,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),2,0.0,4,2.0,,400.0,,2017-07-10 12:52:44.019112,43.641484999999996,-79.37486
519,5970178,1428,30992558,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),1,0.0,4,1.0,,440.0,,2017-07-10 12:52:44.016319,43.650321999999996,-79.387662
520,18368854,1428,39962956,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),2,0.0,4,2.0,,339.0,,2017-07-10 12:52:44.013352,43.640365,-79.398106
521,16867217,1428,3587159,Entire home/apt,,Toronto,,Bay Street Corridor (76),1,0.0,16,0.0,,319.0,,2017-07-10 12:52:44.008283,43.656294,-79.385323
522,6386879,1428,9700971,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),24,5.0,10,3.0,,409.0,,2017-07-10 12:52:44.005845,43.639925,-79.396661
523,18751074,1428,130451007,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),2,0.0,4,2.0,,328.0,,2017-07-10 12:52:41.801179,43.641197,-79.39379699999999
524,15935972,1428,3013049,Entire home/apt,,Toronto,,High Park-Swansea (87),2,0.0,10,5.0,,340.0,,2017-07-10 12:52:41.793050,43.641467,-79.449721
525,18755213,1428,105269100,Entire home/apt,,Toronto,,Little Portugal (84),3,5.0,12,2.0,,319.0,,2017-07-10 12:52:41.788849,43.643544,-79.426247
526,6361800,1428,7533910,Entire home/apt,,Toronto,,Niagara (82),64,5.0,10,3.0,,376.0,,2017-07-10 12:52:41.785188,43.639979,-79.414402
527,1066762,1428,353918,Entire home/apt,,Toronto,,Bay Street Corridor (76),0,0.0,4,2.0,,400.0,,2017-07-10 12:52:41.782455,43.661884,-79.385554
528,16612237,1428,24715593,Entire home/apt,,Toronto,,Junction Area (90),13,5.0,16,0.0,,480.0,,2017-07-10 12:52:41.780294,43.672683,-79.477944
529,15099990,1428,17705073,Entire home/apt,,Toronto,,Annex (95),5,5.0,8,3.0,,359.0,,2017-07-10 12:52:41.774316,43.673453,-79.392473
530,18430704,1428,107052775,Entire home/apt,,Toronto,,Bathurst Manor (34),0,0.0,2,0.0,,400.0,,2017-07-10 12:52:41.769876,43.756493,-79.44218599999999
531,19121539,1428,105605194,Entire home/apt,,Toronto,,Parkwoods-Donalda (45),3,5.0,13,5.0,,448.0,,2017-07-10 12:52:41.767546,43.761146000000004,-79.34411
532,9496214,1428,47702059,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),33,4.5,8,3.0,,479.0,,2017-07-10 12:52:40.715372,43.641056,-79.398174
533,18944564,1428,115233095,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),1,0.0,6,3.0,,460.0,,2017-07-10 12:52:40.712516,43.644628999999995,-79.388301
534,10885508,1428,12724147,Entire home/apt,,Toronto,,Banbury-Don Mills (42),6,5.0,16,6.0,,480.0,,2017-07-10 12:52:40.706561,43.734695,-79.357467
535,19290479,1428,90129414,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),0,0.0,6,2.0,,359.0,,2017-07-10 12:52:40.704317,43.63727,-79.391609
536,5756051,1428,1704172,Entire home/apt,,Toronto,,Cabbagetown-South St.James Town (71),49,5.0,10,4.0,,319.0,,2017-07-10 12:52:40.699918,43.663551,-79.376674
537,9777091,1428,50323097,Entire home/apt,,Toronto,,Lawrence Park South (103),0,0.0,4,2.0,,359.0,,2017-07-10 12:52:40.697232,43.717238,-79.40091899999999
538,18873560,1428,49288354,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),1,0.0,7,3.0,,400.0,,2017-07-10 12:52:40.687510,43.642117,-79.382584
539,18354822,1428,103603081,Entire home/apt,,Toronto,,Willowdale West (37),3,4.5,8,5.0,,316.0,,2017-07-10 12:52:40.684234,43.775703,-79.422576
540,2700762,1428,10252532,Entire home/apt,,Toronto,,Trinity-Bellwoods (81),19,4.5,6,3.0,,392.0,,2017-07-10 12:52:40.679920,43.655167,-79.411424
541,7453215,1428,8132032,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),2,0.0,4,2.0,,359.0,,2017-07-10 12:52:40.677128,43.647653999999996,-79.398409
542,18755456,1428,7077193,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),2,0.0,4,2.0,,336.0,,2017-07-10 12:52:40.674191,43.641733,-79.37059599999999
543,2050692,1428,9032872,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),2,0.0,5,2.0,,440.0,,2017-07-10 12:52:38.852587,43.645728000000005,-79.393229
544,19368784,1428,38164805,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),0,0.0,5,2.0,,391.0,,2017-07-10 12:52:38.850307,43.641261,-79.39685899999999
545,18212492,1428,33220792,Entire home/apt,,Toronto,,Mount Dennis (115),1,0.0,4,1.0,,412.0,,2017-07-10 12:52:38.840290,43.687968,-79.501192
546,14724836,1428,91662401,Entire home/apt,,Toronto,,Stonegate-Queensway (16),17,5.0,10,5.0,,411.0,,2017-07-10 12:52:38.836090,43.63215,-79.495958
547,17626102,1428,47883945,Entire home/apt,,Toronto,,Guildwood (140),4,5.0,10,4.0,,345.0,,2017-07-10 12:52:38.833285,43.750281,-79.195239
548,18252663,1428,16590728,Entire home/apt,,Toronto,,Palmerston-Little Italy (80),6,5.0,6,3.0,,320.0,,2017-07-10 12:52:38.825710,43.655764000000005,-79.42014300000001
549,18962891,1428,82285738,Entire home/apt,,Toronto,,Church-Yonge Corridor (75),1,0.0,3,1.0,,311.0,,2017-07-10 12:52:38.819956,43.659232,-79.381759
550,13500820,1428,1684087,Entire home/apt,,Toronto,,Little Portugal (84),0,0.0,8,4.0,,472.0,,2017-07-10 12:52:38.815550,43.645340999999995,-79.42375799999999
551,16267721,1428,90338073,Entire home/apt,,Toronto,,The Beaches (63),0,0.0,4,2.0,,319.0,,2017-07-10 12:52:38.812917,43.66917,-79.308676
552,13992354,1428,22279159,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),0,0.0,5,2.0,,320.0,,2017-07-10 12:52:37.628904,43.646928,-79.390496
553,18987720,1428,7567825,Entire home/apt,,Toronto,,Blake-Jones (69),0,0.0,6,3.0,,359.0,,2017-07-10 12:52:37.624333,43.677873,-79.334867
554,17223693,1428,32581532,Entire home/apt,,Toronto,,Roncesvalles (86),7,5.0,6,3.0,,357.0,,2017-07-10 12:52:37.621327,43.642143,-79.439436
555,13941571,1428,76175401,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),6,4.5,13,3.0,,420.0,,2017-07-10 12:52:37.618898,43.639506,-79.394765
556,13259340,1428,8131422,Entire home/apt,,Toronto,,North Riverdale (68),4,5.0,6,4.0,,344.0,,2017-07-10 12:52:37.616011,43.674231,-79.347052
557,7051337,1428,4010527,Entire home/apt,,Toronto,,Moss Park (73),17,5.0,6,0.0,,480.0,,2017-07-10 12:52:37.611361,43.65699,-79.371174
558,13461139,1428,4085292,Entire home/apt,,Toronto,,Church-Yonge Corridor (75),20,5.0,4,2.0,,510.0,,2017-07-10 12:52:37.606607,43.669012,-79.386036
559,2705642,1428,13847343,Entire home/apt,,Toronto,,Moss Park (73),16,4.5,9,4.0,,320.0,,2017-07-10 12:52:37.600447,43.657657,-79.370246
560,14467809,1428,89159659,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),2,0.0,4,2.0,,400.0,,2017-07-10 12:52:37.595891,43.647013,-79.39189300000001
561,16321824,1428,96601697,Entire home/apt,,Toronto,,Banbury-Don Mills (42),8,4.5,10,7.0,,440.0,,2017-07-10 12:52:37.592623,43.747857,-79.377236
562,15774671,1428,102017896,Entire home/apt,,Toronto,,Regent Park (72),44,5.0,14,6.0,,384.0,,2017-07-10 12:52:36.536295,43.656178000000004,-79.362829
563,9884686,1428,14297717,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),20,4.5,4,2.0,,359.0,,2017-07-10 12:52:36.525515,43.643639,-79.381236
564,17683760,1428,35256388,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),1,0.0,8,4.0,,440.0,,2017-07-10 12:52:36.517274,43.642068,-79.381049
565,17327411,1428,115994859,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),23,5.0,8,3.0,,319.0,,2017-07-10 12:52:36.512615,43.64315,-79.390495
566,19484720,1428,107715203,Entire home/apt,,Toronto,,Kensington-Chinatown (78),0,0.0,4,1.0,,359.0,,2017-07-10 12:52:36.510074,43.650518,-79.391042
567,18413912,1428,18884214,Entire home/apt,,Toronto,,Dovercourt-Wallace Emerson-Junction (93),2,0.0,15,4.0,,340.0,,2017-07-10 12:52:36.501848,43.662083,-79.441971
568,12211908,1428,4423104,Entire home/apt,,Toronto,,Trinity-Bellwoods (81),37,5.0,9,6.0,,396.0,,2017-07-10 12:52:36.498330,43.648728000000006,-79.413537
569,18805913,1428,130918013,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),8,5.0,7,3.0,,316.0,,2017-07-10 12:52:36.495515,43.648338,-79.387986
570,15984782,1428,12175558,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),20,5.0,7,3.0,,440.0,,2017-07-10 12:52:36.492817,43.641607,-79.393699
571,2531934,1428,12966791,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),27,5.0,4,2.0,,423.0,,2017-07-10 12:52:36.489974,43.636606,-79.399586
572,19567622,1428,41466653,Entire home/apt,,Toronto,,University (79),0,0.0,7,3.0,,440.0,,2017-07-10 12:52:36.480778,43.665994,-79.406882
573,17541814,1428,70227946,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),1,0.0,4,2.0,,400.0,,2017-07-10 12:52:35.033397,43.64215,-79.38342800000001
574,18627047,1428,4124418,Entire home/apt,,Toronto,,Stonegate-Queensway (16),1,0.0,10,5.0,,400.0,,2017-07-10 12:52:35.030699,43.631668,-79.487639
575,17013748,1428,8702985,Entire home/apt,,Toronto,,Niagara (82),7,5.0,8,4.0,,399.0,,2017-07-10 12:52:35.026618,43.643962,-79.41467
576,19137505,1428,97774171,Entire home/apt,,Toronto,,University (79),1,0.0,5,3.0,,319.0,,2017-07-10 12:52:35.016647,43.658729,-79.403527
577,19465286,1428,32077308,Entire home/apt,,Toronto,,Moss Park (73),0,0.0,8,3.0,,400.0,,2017-07-10 12:52:35.013957,43.656209999999994,-79.37139599999999
578,19228931,1428,6073239,Entire home/apt,,Toronto,,South Parkdale (85),3,5.0,12,5.0,,440.0,,2017-07-10 12:52:35.011903,43.639843,-79.43292
579,18243556,1428,15912223,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),6,5.0,12,3.0,,380.0,,2017-07-10 12:52:35.009108,43.641706,-79.39612
580,3703115,1428,4119982,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),164,5.0,8,3.0,,479.0,,2017-07-10 12:52:34.985359,43.646466,-79.394067
581,19738045,1428,39967408,Entire home/apt,,Toronto,,Clairlea-Birchmount (120),0,0.0,12,4.0,,359.0,,2017-07-10 12:52:34.977577,43.720001,-79.30020999999999
582,16981033,1428,28680003,Entire home/apt,,Toronto,,Trinity-Bellwoods (81),27,5.0,9,3.0,,423.0,,2017-07-10 12:52:34.974782,43.644806,-79.420074
583,19291933,1428,16200291,Entire home/apt,,Toronto,,Bay Street Corridor (76),2,0.0,4,2.0,,359.0,,2017-07-10 12:52:34.972504,43.660703000000005,-79.383165
584,19613467,1428,80475311,Entire home/apt,,Toronto,,Niagara (82),0,0.0,8,3.0,,320.0,,2017-07-10 12:52:34.970081,43.642183,-79.408425
585,19584048,1428,85555964,Entire home/apt,,Toronto,,Dorset Park (126),0,0.0,8,4.0,,359.0,,2017-07-10 12:52:34.967083,43.757187,-79.282854
586,8424764,1428,7135549,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),1,0.0,6,2.0,,256.0,,2017-07-10 12:52:18.141424,43.643034,-79.392319
587,11143750,1428,49126706,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),0,0.0,4,1.0,,228.0,,2017-07-10 12:52:18.134260,43.640536,-79.396148
588,3130411,1428,2732623,Entire home/apt,,Toronto,,Niagara (82),9,4.0,2,2.0,,208.0,,2017-07-10 12:52:15.752547,43.637535,-79.400235
589,14481642,1428,49126706,Entire home/apt,,Toronto,,Niagara (82),0,0.0,4,1.0,,220.0,,2017-07-10 12:51:49.985676,43.637709,-79.403642
590,19247646,1428,534666,Entire home/apt,,Toronto,,Niagara (82),0,0.0,4,2.0,,240.0,,2017-07-10 12:51:49.981508,43.637289,-79.40581999999999
591,325432,1428,1664812,Entire home/apt,,Toronto,,High Park North (88),0,0.0,8,4.0,,208.0,,2017-07-10 12:51:27.789537,43.662053,-79.456096
592,1628459,1428,5489852,Entire home/apt,,Toronto,,Kensington-Chinatown (78),10,4.0,3,1.0,,240.0,,2017-07-10 12:51:19.680855,43.657198,-79.39593
593,8219349,1428,9700971,Entire home/apt,,Toronto,,Mimico (includes Humber Bay Shores) (17),1,0.0,7,2.0,,260.0,,2017-07-10 12:50:05.607116,43.625237,-79.483903
594,4750981,1428,24514329,Entire home/apt,,Toronto,,Long Branch (19),0,0.0,6,3.0,,304.0,,2017-07-10 12:49:52.925775,43.590992,-79.524137
595,7107439,1428,37166921,Entire home/apt,,Toronto,,High Park-Swansea (87),0,0.0,6,2.0,,300.0,,2017-07-10 12:49:34.868534,43.652751,-79.468484
596,18263733,1428,107824826,Entire home/apt,,Toronto,,Mimico (includes Humber Bay Shores) (17),0,0.0,3,1.0,,220.0,,2017-07-10 12:49:34.862847,43.623398,-79.47957099999999
597,8107315,1428,27424254,Entire home/apt,,Toronto,,Keelesdale-Eglinton West (110),0,0.0,7,3.0,,280.0,,2017-07-10 12:49:30.461929,43.689025,-79.470866
598,5955003,1428,30912206,Entire home/apt,,Toronto,,Mimico (includes Humber Bay Shores) (17),0,0.0,2,1.0,,220.0,,2017-07-10 12:49:28.650868,43.624999,-79.489163
599,13372854,1428,13424924,Entire home/apt,,Toronto,,Edenbridge-Humber Valley (9),8,5.0,8,5.0,,300.0,,2017-07-10 12:49:27.523646,43.660382,-79.52749
600,11162823,1428,7720576,Entire home/apt,,Toronto,,Trinity-Bellwoods (81),0,0.0,4,2.0,,240.0,,2017-07-10 12:49:03.785123,43.64912,-79.416589
601,16062937,1428,8307594,Entire home/apt,,Toronto,,Weston-Pellam Park (91),0,0.0,4,1.0,,224.0,,2017-07-10 12:49:03.741881,43.672470000000004,-79.458846
602,9229023,1428,7135549,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),2,0.0,6,2.0,,260.0,,2017-07-10 12:48:53.580452,43.644453999999996,-79.392686
603,4045136,1428,256151,Entire home/apt,,Toronto,,Annex (95),0,0.0,2,1.0,,231.0,,2017-07-10 12:48:29.844394,43.674535999999996,-79.39473000000001
604,11840201,1428,22550091,Entire home/apt,,Toronto,,Bay Street Corridor (76),15,5.0,5,2.0,,240.0,,2017-07-10 12:48:25.662749,43.665702,-79.387867
605,8443688,1428,7135549,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),3,3.5,6,2.0,,256.0,,2017-07-10 12:48:17.508528,43.642994,-79.39133000000001
606,18654253,1428,101558179,Entire home/apt,,Toronto,,Trinity-Bellwoods (81),10,4.5,6,2.0,,239.0,,2017-07-10 12:47:34.438425,43.644698,-79.41870899999999
607,13530476,1428,77776319,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),5,4.0,3,2.0,,216.0,,2017-07-10 12:47:29.426474,43.640041,-79.385359
608,16253064,1428,3068260,Entire home/apt,,Toronto,,Downsview-Roding-CFB (26),1,0.0,10,5.0,,268.0,,2017-07-10 12:46:32.471100,43.723581,-79.50373499999999
609,7634916,1428,36450791,Entire home/apt,,Toronto,,Briar Hill-Belgravia (108),2,0.0,4,2.0,,207.0,,2017-07-10 12:46:32.468393,43.702461,-79.447662
610,9250048,1428,23531532,Entire home/apt,,Toronto,,High Park North (88),0,0.0,6,3.0,,236.0,,2017-07-10 12:46:24.565250,43.655004,-79.461046
611,17616368,1428,6744954,Entire home/apt,,Toronto,,Mimico (includes Humber Bay Shores) (17),0,0.0,2,1.0,,240.0,,2017-07-10 12:45:47.926131,43.625137,-79.48997
612,17093383,1428,32880337,Entire home/apt,,Toronto,,New Toronto (18),0,0.0,4,3.0,,228.0,,2017-07-10 12:45:44.808343,43.596891,-79.505674
613,8145610,1428,43004447,Entire home/apt,,Toronto,,Edenbridge-Humber Valley (9),0,0.0,3,2.0,,278.0,,2017-07-10 12:45:44.799620,43.664761,-79.51814399999999
614,5333495,1428,4964250,Entire home/apt,,Toronto,,High Park North (88),7,4.5,6,4.0,,260.0,,2017-07-10 12:45:38.183033,43.662105,-79.457874
615,1455278,1428,7804231,Entire home/apt,,Toronto,,Junction Area (90),5,5.0,6,2.0,,212.0,,2017-07-10 12:45:35.274629,43.668065000000006,-79.473782
616,556724,1428,2737251,Entire home/apt,,Toronto,,High Park-Swansea (87),3,4.5,6,4.0,,280.0,,2017-07-10 12:45:32.482568,43.648424,-79.454596
617,6968292,1428,36419266,Entire home/apt,,Toronto,,Mimico (includes Humber Bay Shores) (17),1,0.0,4,2.0,,296.0,,2017-07-10 12:45:32.474272,43.621072999999996,-79.483979
618,6756993,1428,19948544,Entire home/apt,,Toronto,,Junction Area (90),1,0.0,6,4.0,,240.0,,2017-07-10 12:45:30.041082,43.665265000000005,-79.464235
619,3271579,1428,2224739,Entire home/apt,,Toronto,,Junction Area (90),55,5.0,7,3.0,,255.0,,2017-07-10 12:45:23.436655,43.662544,-79.458781
620,14690629,1428,4124418,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),3,4.5,6,2.0,,240.0,,2017-07-10 12:45:20.695875,43.642899,-79.39106
621,4753101,1428,24527813,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),3,5.0,6,2.0,,239.0,,2017-07-10 12:45:20.680548,43.6436,-79.392702
622,12568236,1428,33071605,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),0,0.0,4,1.0,,280.0,,2017-07-10 12:45:04.917572,43.642457,-79.40048399999999
623,4343061,1428,5999977,Entire home/apt,,Toronto,,Dovercourt-Wallace Emerson-Junction (93),20,5.0,7,4.0,,260.0,,2017-07-10 12:45:01.084767,43.663071,-79.423473
624,3720975,1428,19005056,Entire home/apt,,Toronto,,Regent Park (72),0,0.0,4,1.0,,280.0,,2017-07-10 12:44:26.730565,43.656251,-79.363845
625,6588033,1428,24036901,Entire home/apt,,Toronto,,Rosedale-Moore Park (98),1,0.0,2,2.0,,212.0,,2017-07-10 12:44:13.315108,43.683442,-79.387891
626,15082929,1428,95346679,Entire home/apt,,Toronto,,Playter Estates-Danforth (67),0,0.0,3,4.0,,220.0,,2017-07-10 12:43:52.395320,43.682595,-79.355859
627,18182208,1428,15912223,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),6,5.0,10,3.0,,239.0,,2017-07-10 12:43:16.909851,43.639016999999996,-79.398522
628,6514510,1428,34062332,Entire home/apt,,Toronto,,Woodbine Corridor (64),0,0.0,2,1.0,,240.0,,2017-07-10 12:43:10.629381,43.680058,-79.313087
629,18039432,1428,32044025,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),0,0.0,3,0.0,,239.0,,2017-07-10 12:43:03.639210,43.646708000000004,-79.391932
630,3889558,1428,3709674,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),48,4.5,10,3.0,,209.0,,2017-07-10 12:43:03.629754,43.641451,-79.395813
631,7206734,1428,33507941,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),20,4.5,4,1.0,,240.0,,2017-07-10 12:43:00.593651,43.636296,-79.39702199999999
632,4469933,1428,10468498,Entire home/apt,,Toronto,,Bay Street Corridor (76),17,4.0,6,2.0,,231.0,,2017-07-10 12:42:58.912619,43.661423,-79.38566999999999
633,6523654,1428,3633588,Entire home/apt,,Toronto,,Niagara (82),1,0.0,4,2.0,,264.0,,2017-07-10 12:42:57.343624,43.639271,-79.418862
634,6326041,1428,32920285,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),2,0.0,5,2.0,,247.0,,2017-07-10 12:42:31.632547,43.642051,-79.376687
635,14631470,1428,4124418,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),4,4.5,6,2.0,,280.0,,2017-07-10 12:42:31.625570,43.64345,-79.390901
636,13287714,1428,74962566,Entire home/apt,,Toronto,,Niagara (82),0,0.0,2,1.0,,256.0,,2017-07-10 12:42:15.287186,43.640293,-79.41516
637,3273607,1428,7803158,Entire home/apt,,Toronto,,Trinity-Bellwoods (81),0,0.0,6,2.0,,250.0,,2017-07-10 12:42:15.284314,43.652599,-79.40777800000001
638,5510423,1428,324790,Entire home/apt,,Toronto,,Trinity-Bellwoods (81),7,4.5,4,2.0,,296.0,,2017-07-10 12:42:15.279632,43.645258,-79.42218199999999
639,15929812,1428,76223731,Entire home/apt,,Toronto,,Niagara (82),9,5.0,3,1.0,,220.0,,2017-07-10 12:42:15.276717,43.639018,-79.415561
640,15657904,1428,101072595,Entire home/apt,,Toronto,,Niagara (82),0,0.0,6,3.0,,300.0,,2017-07-10 12:42:15.265302,43.643601000000004,-79.414136
641,956250,1428,5066966,Entire home/apt,,Toronto,,Dufferin Grove (83),3,4.5,8,4.0,,304.0,,2017-07-10 12:42:15.260635,43.653558000000004,-79.434412
642,6243434,1428,3380802,Entire home/apt,,Toronto,,Dovercourt-Wallace Emerson-Junction (93),1,0.0,4,2.0,,280.0,,2017-07-10 12:42:15.250944,43.66599,-79.44711600000001
643,15083808,1428,89352763,Entire home/apt,,Toronto,,Roncesvalles (86),0,0.0,7,4.0,,300.0,,2017-07-10 12:42:13.554657,43.645385,-79.44250699999999
644,573489,1428,2821694,Entire home/apt,,Toronto,,Wychwood (94),0,0.0,6,2.0,,280.0,,2017-07-10 12:42:13.552105,43.676728000000004,-79.423177
645,19154427,1428,6754318,Entire home/apt,,Toronto,,Niagara (82),0,0.0,2,1.0,,240.0,,2017-07-10 12:42:13.546431,43.637916,-79.413877
646,19457110,1428,140602,Entire home/apt,,Toronto,,South Parkdale (85),0,0.0,6,0.0,,240.0,,2017-07-10 12:42:13.544520,43.636903000000004,-79.420363
647,4567809,1428,4856272,Entire home/apt,,Toronto,,Roncesvalles (86),0,0.0,8,5.0,,309.0,,2017-07-10 12:42:13.541585,43.642344,-79.442605
648,19700284,1428,138792189,Entire home/apt,,Toronto,,Niagara (82),0,0.0,5,2.0,,220.0,,2017-07-10 12:42:13.535971,43.6392,-79.413569
649,703133,1428,3604846,Entire home/apt,,Toronto,,High Park-Swansea (87),3,4.5,5,2.0,,216.0,,2017-07-10 12:42:13.533377,43.655409999999996,-79.45289
650,15937849,1428,10489589,Entire home/apt,,Toronto,,High Park-Swansea (87),0,0.0,6,2.0,,260.0,,2017-07-10 12:42:13.527301,43.647822999999995,-79.453073
651,6586124,1428,5034342,Entire home/apt,,Toronto,,Wychwood (94),9,4.5,6,3.0,,220.0,,2017-07-10 12:42:11.711059,43.677569,-79.416264
652,5789664,1428,30038219,Entire home/apt,,Toronto,,Little Portugal (84),0,0.0,8,4.0,,284.0,,2017-07-10 12:42:10.030866,43.646465,-79.42631
653,17051894,1428,3744474,Entire home/apt,,Toronto,,High Park-Swansea (87),0,0.0,5,3.0,,238.0,,2017-07-10 12:42:10.025355,43.642022999999995,-79.45020500000001
654,703124,1428,3604846,Entire home/apt,,Toronto,,High Park-Swansea (87),12,5.0,7,3.0,,240.0,,2017-07-10 12:42:08.038280,43.655409000000006,-79.45326700000001
655,19587783,1428,27646092,Entire home/apt,,Toronto,,South Parkdale (85),1,0.0,3,1.0,,280.0,,2017-07-10 12:42:06.318199,43.637615999999994,-79.42750699999999
656,18972306,1428,785826,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),3,5.0,8,3.0,,280.0,,2017-07-10 12:42:03.919952,43.644733,-79.39131400000001
657,14120099,1428,4607630,Entire home/apt,,Toronto,,Moss Park (73),1,0.0,4,2.0,,220.0,,2017-07-10 12:42:03.917241,43.65296,-79.370413
658,6949068,1428,30980369,Entire home/apt,,Toronto,,Rosedale-Moore Park (98),0,0.0,6,3.0,,280.0,,2017-07-10 12:42:03.912366,43.675154,-79.377368
659,6809154,1428,35141415,Entire home/apt,,Toronto,,Bay Street Corridor (76),0,0.0,5,2.0,,240.0,,2017-07-10 12:42:03.909450,43.649297999999995,-79.386854
660,6809844,1428,35648697,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),0,0.0,2,1.0,,240.0,,2017-07-10 12:42:03.899545,43.64346,-79.40044
661,15359500,1428,55951559,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),12,4.5,6,3.0,,240.0,,2017-07-10 12:42:03.166001,43.643390999999994,-79.389963
662,14531234,1428,8872593,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),0,0.0,3,1.0,,240.0,,2017-07-10 12:42:03.163323,43.643058,-79.402039
663,7920737,1428,2854704,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),0,0.0,1,1.0,,240.0,,2017-07-10 12:42:03.150107,43.640852,-79.391313
664,16413521,1428,88844775,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),0,0.0,4,1.0,,220.0,,2017-07-10 12:42:02.165039,43.644566,-79.402478
665,16241578,1428,106173645,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),0,0.0,6,1.0,,280.0,,2017-07-10 12:42:00.480359,43.640909,-79.398105
666,12948628,1428,7423077,Entire home/apt,,Toronto,,University (79),9,5.0,7,4.0,,215.0,,2017-07-10 12:42:00.474637,43.664314000000005,-79.407821
667,10995455,1428,27113496,Entire home/apt,,Toronto,,Waterfront Communities-The Island (77),0,0.0,3,1.0,,280.0,,2017-07-10 12:42:00.469947,43.647009999999995,-79.38969
